locationabbr,income,sex,ageyears,race_ethnicity,education,obesity_pct,total_sample_size,strat_type
MI,,Female,,,,33.40473103180412,66941.0,sex
MI,,Male,,,,32.363470941165936,55835.0,sex
MN,,Female,,,,27.14119430885865,96290.0,sex
MN,,Male,,,,30.85466381193365,92478.0,sex
MO,,Female,,,,33.45158502572966,50914.0,sex
MO,,Male,,,,33.14140533696923,41072.0,sex
MS,,Female,,,,39.5221148220095,42727.0,sex
MS,,Male,,,,34.91251539074383,27614.0,sex
MT,,Female,,,,26.010821536060643,44855.0,sex
MT,,Male,,,,27.441489462918035,42042.0,sex
NC,,Female,,,,32.398929896860274,43921.0,sex
NC,,Male,,,,30.22164429049896,34933.0,sex
ND,,Female,,,,30.54234061475182,35982.0,sex
ND,,Male,,,,34.60406276100704,33524.0,sex
NE,,Female,,,,31.150322604229494,109422.0,sex
NE,,Male,,,,32.77430683095691,89841.0,sex
NH,,Female,,,,26.94715910439965,42117.0,sex
NH,,Male,,,,30.32732224520113,34331.0,sex
NJ,,Female,,,,24.873131563687906,62084.0,sex
NJ,,Male,,,,28.01808776585516,52002.0,sex
NM,,Female,,,,29.776050519105205,46715.0,sex
NM,,Male,,,,29.16080233679923,37316.0,sex
NV,,Female,,,,27.183613038906415,23775.0,sex
NV,,Male,,,,28.344678022843638,20312.0,sex
NY,,Female,,,,26.983230355250942,106657.0,sex
NY,,Male,,,,27.09964745136717,95306.0,sex
OH,,Female,,,,33.79230796028567,86115.0,sex
OH,,Male,,,,33.49148556030695,68284.0,sex
OK,,Female,,,,34.921905406548774,47276.0,sex
OK,,Male,,,,34.74674182252968,35127.0,sex
OR,,Female,,,,29.192256741401767,36083.0,sex
OR,,Male,,,,29.053124511550845,31989.0,sex
PA,,Female,,,,30.042919688319703,51848.0,sex
PA,,Male,,,,30.883663965300762,43805.0,sex
PR,,Female,,,,33.216858508942806,33882.0,sex
PR,,Male,,,,30.18673720007557,21172.0,sex
RI,,Female,,,,26.96437677234755,39143.0,sex
RI,,Male,,,,29.495764068062314,30619.0,sex
SC,,Female,,,,34.93546032560659,70146.0,sex
SC,,Male,,,,31.56319748866929,53836.0,sex
SD,,Female,,,,30.338132007154385,45846.0,sex
SD,,Male,,,,33.21720925522757,39502.0,sex
TN,,Female,,,,34.54996374935267,38620.0,sex
TN,,Male,,,,33.60153099841739,29066.0,sex
TX,,Female,,,,33.444194312796206,79336.0,sex
TX,,Male,,,,32.89285947890549,64211.0,sex
US,,Female,,,,30.22694654196324,2907271.0,sex
US,,Male,,,,30.131802736721976,2415006.0,sex
UT,,Female,,,,26.310359293399163,70082.0,sex
UT,,Male,,,,27.338095588451687,67958.0,sex
VA,,Female,,,,31.35831296673455,58920.0,sex
VA,,Male,,,,30.1461324697033,47860.0,sex
VI,,Female,,,,40.10863354037267,3220.0,sex
VI,,Male,,,,25.22569944044764,2502.0,sex
VT,,Female,,,,25.95346763843051,43632.0,sex
VT,,Male,,,,26.9059097564222,37565.0,sex
WA,,Female,,,,28.112383997993483,95688.0,sex
WA,,Male,,,,28.893633844147377,85876.0,sex
WI,,Female,,,,32.613424729639206,41796.0,sex
WI,,Male,,,,32.82255515485787,37712.0,sex
WV,,Female,,,,37.304199426753264,38029.0,sex
WV,,Male,,,,37.90131685641076,30831.0,sex
WY,,Female,,,,28.653532326841077,34708.0,sex
WY,,Male,,,,29.262161777777784,28125.0,sex
AK,,,18 - 24,,,18.71745345744681,3008.0,age
AK,,,25 - 34,,,28.48288409703504,5936.0,age
AK,,,35 - 44,,,34.343815513626836,7155.0,age
AK,,,45 - 54,,,36.18855528081951,8493.0,age
AK,,,55 - 64,,,33.55389318467902,11122.0,age
AK,,,65 or older,,,31.04193668252081,13456.0,age
AL,,,18 - 24,,,22.295417590539547,4059.0,age
AL,,,25 - 34,,,35.59062166488794,7496.0,age
AL,,,35 - 44,,,40.534290980052035,9224.0,age
AL,,,45 - 54,,,42.098591549295776,12851.0,age
AL,,,55 - 64,,,40.40077917678279,17711.0,age
AL,,,65 or older,,,30.274497902956323,29327.0,age
AR,,,18 - 24,,,25.87262065854759,2217.0,age
AR,,,25 - 34,,,36.3031649988364,4297.0,age
AR,,,35 - 44,,,41.971722319859396,5690.0,age
AR,,,45 - 54,,,42.27694483734088,8484.0,age
AR,,,55 - 64,,,40.086322590689704,12846.0,age
AR,,,65 or older,,,30.046911388082634,29285.0,age
AZ,,,18 - 24,,,18.56257062146893,5664.0,age
AZ,,,25 - 34,,,30.49401780169737,9662.0,age
AZ,,,35 - 44,,,33.82052307446212,12503.0,age
AZ,,,45 - 54,,,35.361174253935445,16453.0,age
AZ,,,55 - 64,,,34.22031762471949,23172.0,age
AZ,,,65 or older,,,25.828628037685494,49462.0,age
CA,,,18 - 24,,,14.17458193979933,11063.0,age
CA,,,25 - 34,,,25.018800765688862,19329.0,age
CA,,,35 - 44,,,28.739220195206705,19569.0,age
CA,,,45 - 54,,,30.24208217368744,21199.0,age
CA,,,55 - 64,,,29.76381543775959,24317.0,age
CA,,,65 or older,,,23.06153846153846,36140.0,age
CO,,,18 - 24,,,12.447863027806385,7768.0,age
CO,,,25 - 34,,,20.489611508883584,15084.0,age
CO,,,35 - 44,,,24.712909759607697,18761.0,age
CO,,,45 - 54,,,26.853570488639352,22798.0,age
CO,,,55 - 64,,,26.281000652898527,29101.0,age
CO,,,65 or older,,,21.463532492815425,43148.0,age
CT,,,18 - 24,,,15.043185328185327,5180.0,age
CT,,,25 - 34,,,27.586443680316762,9597.0,age
CT,,,35 - 44,,,29.72891010093107,12781.0,age
CT,,,45 - 54,,,31.1341124715111,18867.0,age
CT,,,55 - 64,,,31.19705965393458,24793.0,age
CT,,,65 or older,,,26.5232829760869,37929.0,age
DC,,,18 - 24,,,14.935221238938054,1695.0,age
DC,,,25 - 34,,,17.942646502835537,5290.0,age
DC,,,35 - 44,,,24.34351549120349,6423.0,age
DC,,,45 - 54,,,30.986478873239435,7455.0,age
DC,,,55 - 64,,,31.341915775692776,9166.0,age
DC,,,65 or older,,,24.681924050632905,15800.0,age
DE,,,18 - 24,,,17.76153307665383,2857.0,age
DE,,,25 - 34,,,29.728557033454255,4962.0,age
DE,,,35 - 44,,,35.36784810126582,5925.0,age
DE,,,45 - 54,,,37.443262758536285,8171.0,age
DE,,,55 - 64,,,37.38470695970697,10920.0,age
DE,,,65 or older,,,31.48293112653497,18730.0,age
FL,,,18 - 24,,,15.529030458551825,8963.0,age
FL,,,25 - 34,,,26.38061622223597,16163.0,age
FL,,,35 - 44,,,30.557322039420104,18417.0,age
FL,,,45 - 54,,,33.802437452615614,26380.0,age
FL,,,55 - 64,,,31.748501902771075,37314.0,age
FL,,,65 or older,,,25.999606509101067,78782.0,age
GA,,,18 - 24,,,19.067279632220668,5003.0,age
GA,,,25 - 34,,,30.9956357820176,8753.0,age
GA,,,35 - 44,,,35.79024826029717,10634.0,age
GA,,,45 - 54,,,38.05923071533665,14273.0,age
GA,,,55 - 64,,,37.36119578617056,17846.0,age
GA,,,65 or older,,,29.542461741923294,31758.0,age
GU,,,18 - 24,,,23.06888763410502,1771.0,age
GU,,,25 - 34,,,37.44302075876879,2794.0,age
GU,,,35 - 44,,,34.47712418300653,2907.0,age
GU,,,45 - 54,,,37.09858731590021,3327.0,age
GU,,,55 - 64,,,30.902567128946593,3389.0,age
GU,,,65 or older,,,22.691082802547772,3611.0,age
HI,,,18 - 24,,,17.07917648907748,6363.0,age
HI,,,25 - 34,,,26.321955113156164,10649.0,age
HI,,,35 - 44,,,29.432350073135055,12306.0,age
HI,,,45 - 54,,,29.447316062176164,14475.0,age
HI,,,55 - 64,,,24.69543859649123,19380.0,age
HI,,,65 or older,,,17.437684006986025,32064.0,age
IA,,,18 - 24,,,20.506662646970156,6634.0,age
IA,,,25 - 34,,,33.45211677367576,9968.0,age
IA,,,35 - 44,,,38.470102432778496,12496.0,age
IA,,,45 - 54,,,39.89924535730691,15239.0,age
IA,,,55 - 64,,,39.05685643937491,19901.0,age
IA,,,65 or older,,,32.26418609967993,34992.0,age
ID,,,18 - 24,,,18.359645079511406,4339.0,age
ID,,,25 - 34,,,29.018080201201624,7157.0,age
ID,,,35 - 44,,,32.06426981300089,8984.0,age
ID,,,45 - 54,,,35.52120979356698,10415.0,age
ID,,,55 - 64,,,33.72930051035725,13324.0,age
ID,,,65 or older,,,27.82570463161364,24268.0,age
IL,,,18 - 24,,,16.25261810565511,4297.0,age
IL,,,25 - 34,,,27.980487110098274,7021.0,age
IL,,,35 - 44,,,34.72278924327705,7995.0,age
IL,,,45 - 54,,,36.12871227965342,10041.0,age
IL,,,55 - 64,,,37.10544537815126,11900.0,age
IL,,,65 or older,,,30.94330065359477,19584.0,age
IN,,,18 - 24,,,21.85431505714759,6037.0,age
IN,,,25 - 34,,,33.724242424242426,10296.0,age
IN,,,35 - 44,,,36.98967477825791,13191.0,age
IN,,,45 - 54,,,39.55713821842192,18478.0,age
IN,,,55 - 64,,,39.03385849094811,24691.0,age
IN,,,65 or older,,,31.812021358814025,42699.0,age
KS,,,18 - 24,,,20.600517617144934,11012.0,age
KS,,,25 - 34,,,32.49022740586888,18777.0,age
KS,,,35 - 44,,,37.48146241902564,22538.0,age
KS,,,45 - 54,,,37.92783710914248,28559.0,age
KS,,,55 - 64,,,38.11787072243345,38398.0,age
KS,,,65 or older,,,29.43302111446261,62990.0,age
KY,,,18 - 24,,,20.384960974681135,5253.0,age
KY,,,25 - 34,,,33.78468244084682,8833.0,age
KY,,,35 - 44,,,38.99461088618983,11115.0,age
KY,,,45 - 54,,,40.111161939615734,16395.0,age
KY,,,55 - 64,,,38.62473103511422,21843.0,age
KY,,,65 or older,,,30.051886672595604,31484.0,age
LA,,,18 - 24,,,22.708823529411763,3910.0,age
LA,,,25 - 34,,,34.291727733934614,7096.0,age
LA,,,35 - 44,,,41.642379392159086,8851.0,age
LA,,,45 - 54,,,42.539087618887294,11881.0,age
LA,,,55 - 64,,,40.69067743551214,15972.0,age
LA,,,65 or older,,,32.861448809817965,24282.0,age
MA,,,18 - 24,,,12.839975278121138,8090.0,age
MA,,,25 - 34,,,22.150824628916986,14552.0,age
MA,,,35 - 44,,,26.12518717828732,17096.0,age
MA,,,45 - 54,,,28.47522720609792,23877.0,age
MA,,,55 - 64,,,29.348022043595765,28489.0,age
MA,,,65 or older,,,24.749350803203335,42206.0,age
MD,,,18 - 24,,,17.545469798657717,6556.0,age
MD,,,25 - 34,,,29.010230877037692,13557.0,age
MD,,,35 - 44,,,34.30680248096415,19831.0,age
MD,,,45 - 54,,,36.46518798557159,28832.0,age
MD,,,55 - 64,,,35.78160012500977,38397.0,age
MD,,,65 or older,,,29.08879461850797,66004.0,age
ME,,,18 - 24,,,18.399724867724867,4725.0,age
ME,,,25 - 34,,,28.97499464323977,9334.0,age
ME,,,35 - 44,,,33.12381538461539,13000.0,age
ME,,,45 - 54,,,35.9097078905488,19479.0,age
ME,,,55 - 64,,,33.924656121045395,29080.0,age
ME,,,65 or older,,,27.62921770839268,52653.0,age
MI,,,18 - 24,,,18.506261578362356,8097.0,age
MI,,,25 - 34,,,31.562315987675458,11684.0,age
MI,,,35 - 44,,,36.273564213564214,13860.0,age
MI,,,45 - 54,,,38.156249036831554,19467.0,age
MI,,,55 - 64,,,37.697264251872234,26172.0,age
MI,,,65 or older,,,31.959695651172964,43437.0,age
MN,,,18 - 24,,,16.668167098445597,12352.0,age
MN,,,25 - 34,,,26.124081844326053,21211.0,age
MN,,,35 - 44,,,31.7493234744826,26237.0,age
MN,,,45 - 54,,,33.544357782422864,32053.0,age
MN,,,55 - 64,,,34.01189952511872,40010.0,age
MN,,,65 or older,,,29.08430576070901,56868.0,age
MO,,,18 - 24,,,20.71048113038812,5591.0,age
MO,,,25 - 34,,,31.856533506549745,9237.0,age
MO,,,35 - 44,,,37.57775611658056,10259.0,age
MO,,,45 - 54,,,39.59607494630823,13503.0,age
MO,,,55 - 64,,,38.324971231300346,18249.0,age
MO,,,65 or older,,,30.252558881326,35113.0,age
MS,,,18 - 24,,,25.817703722988806,3841.0,age
MS,,,25 - 34,,,37.946164119305536,6739.0,age
MS,,,35 - 44,,,42.95744398940015,8302.0,age
MS,,,45 - 54,,,44.08050427735254,11105.0,age
MS,,,55 - 64,,,41.08421957671957,15120.0,age
MS,,,65 or older,,,31.054537158274808,25203.0,age
MT,,,18 - 24,,,15.381098546041999,4952.0,age
MT,,,25 - 34,,,25.39385653409091,8448.0,age
MT,,,35 - 44,,,29.301992155243603,9688.0,age
MT,,,45 - 54,,,31.463182290417965,12513.0,age
MT,,,55 - 64,,,30.812722189988925,18959.0,age
MT,,,65 or older,,,25.7051051980198,32320.0,age
NC,,,18 - 24,,,18.872092067406495,4866.0,age
NC,,,25 - 34,,,30.140947379936552,9141.0,age
NC,,,35 - 44,,,34.466171693735504,10775.0,age
NC,,,45 - 54,,,37.36455395576666,13474.0,age
NC,,,55 - 64,,,36.519337890872265,15798.0,age
NC,,,65 or older,,,27.963945028294262,24740.0,age
ND,,,18 - 24,,,18.528444802578566,3723.0,age
ND,,,25 - 34,,,30.91503035687842,6753.0,age
ND,,,35 - 44,,,39.11732159285057,7609.0,age
ND,,,45 - 54,,,38.48444,10000.0,age
ND,,,55 - 64,,,37.68162226482449,15127.0,age
ND,,,65 or older,,,31.69476348137154,26277.0,age
NE,,,18 - 24,,,17.656638276553107,11976.0,age
NE,,,25 - 34,,,29.965704651393434,20166.0,age
NE,,,35 - 44,,,35.65393964794635,23860.0,age
NE,,,45 - 54,,,37.41119122677577,29818.0,age
NE,,,55 - 64,,,38.14352805288639,40691.0,age
NE,,,65 or older,,,30.95621337588379,72698.0,age
NH,,,18 - 24,,,15.764339250493096,2535.0,age
NH,,,25 - 34,,,27.293770747900805,5121.0,age
NH,,,35 - 44,,,32.7680127671385,7206.0,age
NH,,,45 - 54,,,32.84273611810098,11922.0,age
NH,,,55 - 64,,,31.56513640531866,17448.0,age
NH,,,65 or older,,,27.11570327552986,32178.0,age
NJ,,,18 - 24,,,13.58856378532018,5981.0,age
NJ,,,25 - 34,,,24.60598385989011,11648.0,age
NJ,,,35 - 44,,,28.677424087777496,15676.0,age
NJ,,,45 - 54,,,30.175485586740756,21057.0,age
NJ,,,55 - 64,,,30.758983703218412,24422.0,age
NJ,,,65 or older,,,26.71554689943419,35171.0,age
NM,,,18 - 24,,,19.37851383743735,4589.0,age
NM,,,25 - 34,,,32.05961675791478,8402.0,age
NM,,,35 - 44,,,35.331417701241485,9988.0,age
NM,,,45 - 54,,,35.29644745024876,12864.0,age
NM,,,55 - 64,,,31.894055259436527,18386.0,age
NM,,,65 or older,,,22.83577309540612,29757.0,age
NV,,,18 - 24,,,15.655567567567566,2775.0,age
NV,,,25 - 34,,,28.07533167495854,4824.0,age
NV,,,35 - 44,,,31.09380675626589,5506.0,age
NV,,,45 - 54,,,32.53184301322599,6956.0,age
NV,,,55 - 64,,,30.44054971157109,8841.0,age
NV,,,65 or older,,,25.313281353244353,15134.0,age
NY,,,18 - 24,,,15.956065921514236,12257.0,age
NY,,,25 - 34,,,24.0170407534548,22722.0,age
NY,,,35 - 44,,,29.77623722539632,24854.0,age
NY,,,45 - 54,,,32.25840960924434,32885.0,age
NY,,,55 - 64,,,31.800612123377395,41985.0,age
NY,,,65 or older,,,26.07177989593679,67459.0,age
OH,,,18 - 24,,,19.663630380413323,7597.0,age
OH,,,25 - 34,,,31.78943841503387,13729.0,age
OH,,,35 - 44,,,37.55568071912158,17577.0,age
OH,,,45 - 54,,,39.748364543298706,24458.0,age
OH,,,55 - 64,,,38.68949901681684,34073.0,age
OH,,,65 or older,,,32.009204491538824,56907.0,age
OK,,,18 - 24,,,25.142310486800678,4129.0,age
OK,,,25 - 34,,,34.06487282147904,8492.0,age
OK,,,35 - 44,,,39.577043962601955,10054.0,age
OK,,,45 - 54,,,41.37734362307067,12310.0,age
OK,,,55 - 64,,,39.19962776176752,16656.0,age
OK,,,65 or older,,,29.704871703144818,30749.0,age
OR,,,18 - 24,,,16.32891481913652,4285.0,age
OR,,,25 - 34,,,28.37709155736661,7853.0,age
OR,,,35 - 44,,,32.00409746503497,9152.0,age
OR,,,45 - 54,,,34.33327370304115,10621.0,age
OR,,,55 - 64,,,33.53409057383095,13558.0,age
OR,,,65 or older,,,27.435548275709415,22589.0,age
PA,,,18 - 24,,,17.025777991658646,6234.0,age
PA,,,25 - 34,,,27.90112052730697,10620.0,age
PA,,,35 - 44,,,33.67914889988061,11726.0,age
PA,,,45 - 54,,,35.22163192522905,16263.0,age
PA,,,55 - 64,,,35.50772427279393,20455.0,age
PA,,,65 or older,,,29.989580782847504,30223.0,age
PR,,,18 - 24,,,19.049339207048458,3859.0,age
PR,,,25 - 34,,,30.731606749816585,6815.0,age
PR,,,35 - 44,,,37.53711500974659,7695.0,age
PR,,,45 - 54,,,40.18311337420762,9623.0,age
PR,,,55 - 64,,,37.74407926074116,10497.0,age
PR,,,65 or older,,,25.312652420620545,16566.0,age
RI,,,18 - 24,,,16.726972598217234,3029.0,age
RI,,,25 - 34,,,28.98219765715228,6061.0,age
RI,,,35 - 44,,,31.58491315136476,8060.0,age
RI,,,45 - 54,,,32.523358661316486,11713.0,age
RI,,,55 - 64,,,31.961766332739227,16271.0,age
RI,,,65 or older,,,26.288005040240634,24602.0,age
SC,,,18 - 24,,,20.29747569503667,5863.0,age
SC,,,25 - 34,,,32.3546761211192,10436.0,age
SC,,,35 - 44,,,38.232521923193225,13228.0,age
SC,,,45 - 54,,,40.21738594988221,18676.0,age
SC,,,55 - 64,,,37.51245703811197,26186.0,age
SC,,,65 or older,,,29.23901291885345,49540.0,age
SD,,,18 - 24,,,17.312932924156073,4562.0,age
SD,,,25 - 34,,,30.947792571829012,8562.0,age
SD,,,35 - 44,,,35.855820925352255,10007.0,age
SD,,,45 - 54,,,37.405023524055245,13178.0,age
SD,,,55 - 64,,,37.792794968270904,17807.0,age
SD,,,65 or older,,,29.72774770157286,31217.0,age
TN,,,18 - 24,,,21.383784538096563,3583.0,age
TN,,,25 - 34,,,33.57524420469456,6859.0,age
TN,,,35 - 44,,,39.55254110612855,8028.0,age
TN,,,45 - 54,,,40.89879996470484,11333.0,age
TN,,,55 - 64,,,38.75335995593501,14524.0,age
TN,,,65 or older,,,29.0238539970868,23342.0,age
TX,,,18 - 24,,,19.996160898464364,8726.0,age
TX,,,25 - 34,,,31.847525473071325,16488.0,age
TX,,,35 - 44,,,36.20357861302277,18890.0,age
TX,,,45 - 54,,,40.070862794236106,22346.0,age
TX,,,55 - 64,,,38.590877708409835,27230.0,age
TX,,,65 or older,,,30.385586813980062,49871.0,age
US,,,18 - 24,,,17.64847082569674,296271.0,age
US,,,25 - 34,,,28.652173994696476,532476.0,age
US,,,35 - 44,,,33.588843346980475,647999.0,age
US,,,45 - 54,,,35.63007127095524,843822.0,age
US,,,55 - 64,,,34.97135032985833,1117601.0,age
US,,,65 or older,,,28.19775904010013,1882363.0,age
UT,,,18 - 24,,,14.073837209302326,11696.0,age
UT,,,25 - 34,,,25.15750139998982,19643.0,age
UT,,,35 - 44,,,30.001451258448398,24117.0,age
UT,,,45 - 54,,,32.792976012333924,22053.0,age
UT,,,55 - 64,,,33.401169365201746,23346.0,age
UT,,,65 or older,,,27.52339979013641,37167.0,age
VA,,,18 - 24,,,17.557943760984184,5690.0,age
VA,,,25 - 34,,,28.057574647371318,10918.0,age
VA,,,35 - 44,,,33.32592592592592,12987.0,age
VA,,,45 - 54,,,36.52149768134196,17467.0,age
VA,,,55 - 64,,,36.342454085706684,22542.0,age
VA,,,65 or older,,,29.53041006573984,37116.0,age
VI,,,18 - 24,,,16.177898550724635,276.0,age
VI,,,25 - 34,,,31.55995423340961,437.0,age
VI,,,35 - 44,,,36.42971428571428,525.0,age
VI,,,45 - 54,,,45.760000000000005,980.0,age
VI,,,55 - 64,,,38.94227340267459,1346.0,age
VI,,,65 or older,,,21.39179796107507,2158.0,age
VT,,,18 - 24,,,15.118369829683699,3288.0,age
VT,,,25 - 34,,,26.037637819060564,6621.0,age
VT,,,35 - 44,,,29.165943577687543,9358.0,age
VT,,,45 - 54,,,30.70317919075144,13494.0,age
VT,,,55 - 64,,,29.562075765438504,19270.0,age
VT,,,65 or older,,,25.74358394185608,29169.0,age
WA,,,18 - 24,,,16.675344644750798,9430.0,age
WA,,,25 - 34,,,27.129593135898144,18065.0,age
WA,,,35 - 44,,,31.696743859032388,22757.0,age
WA,,,45 - 54,,,33.194571994425296,27266.0,age
WA,,,55 - 64,,,32.43759798806753,37377.0,age
WA,,,65 or older,,,27.375618215395704,66603.0,age
WI,,,18 - 24,,,19.37926605504587,4360.0,age
WI,,,25 - 34,,,29.932215885380444,7189.0,age
WI,,,35 - 44,,,36.34601848758213,8979.0,age
WI,,,45 - 54,,,37.28223941368078,12280.0,age
WI,,,55 - 64,,,37.811574866005245,17538.0,age
WI,,,65 or older,,,32.04705297104432,29148.0,age
WV,,,18 - 24,,,24.30468606431853,3265.0,age
WV,,,25 - 34,,,36.924324324324324,6253.0,age
WV,,,35 - 44,,,42.40392039323822,8341.0,age
WV,,,45 - 54,,,44.904324903940676,11191.0,age
WV,,,55 - 64,,,41.99119618458366,15516.0,age
WV,,,65 or older,,,32.781973223480946,24275.0,age
WY,,,18 - 24,,,17.941240242844753,2306.0,age
WY,,,25 - 34,,,26.855625261396906,4782.0,age
WY,,,35 - 44,,,33.024374319912944,6433.0,age
WY,,,45 - 54,,,33.786514596383405,8461.0,age
WY,,,55 - 64,,,33.36966785042824,14361.0,age
WY,,,65 or older,,,26.40404960865126,26447.0,age
AK,,,,2 or more races,,32.11047191011235,2225.0,race_ethnicity
AK,,,,American Indian/Alaska Native,,36.15784543325526,6832.0,race_ethnicity
AK,,,,Asian,,22.36602809706258,783.0,race_ethnicity
AK,,,,Hispanic,,31.35332898172324,1532.0,race_ethnicity
AK,,,,Non-Hispanic Black,,39.63837209302325,516.0,race_ethnicity
AK,,,,Non-Hispanic White,,29.49885208078161,35107.0,race_ethnicity
AK,,,,Other,,28.782666666666668,225.0,race_ethnicity
AL,,,,2 or more races,,34.25448979591836,980.0,race_ethnicity
AL,,,,American Indian/Alaska Native,,36.41876484560571,842.0,race_ethnicity
AL,,,,Hispanic,,31.436136783733822,1082.0,race_ethnicity
AL,,,,Non-Hispanic Black,,44.879308329274224,20530.0,race_ethnicity
AL,,,,Non-Hispanic White,,32.6794186109457,55419.0,race_ethnicity
AL,,,,Other,,24.4,54.0,race_ethnicity
AR,,,,2 or more races,,36.6054586808188,1319.0,race_ethnicity
AR,,,,American Indian/Alaska Native,,35.051222351571596,859.0,race_ethnicity
AR,,,,Hispanic,,34.01632653061225,1519.0,race_ethnicity
AR,,,,Non-Hispanic Black,,44.75600565237871,8492.0,race_ethnicity
AR,,,,Non-Hispanic White,,34.80412280522454,48923.0,race_ethnicity
AR,,,,Other,,28.9,58.0,race_ethnicity
AZ,,,,2 or more races,,30.78060467769538,1753.0,race_ethnicity
AZ,,,,American Indian/Alaska Native,,46.5342911512845,5255.0,race_ethnicity
AZ,,,,Asian,,10.673267973856209,1530.0,race_ethnicity
AZ,,,,Hispanic,,35.84109620195588,17588.0,race_ethnicity
AZ,,,,Non-Hispanic Black,,35.70715557137771,2809.0,race_ethnicity
AZ,,,,Non-Hispanic White,,26.564601780429538,84137.0,race_ethnicity
AZ,,,,Other,,28.888742304309588,1137.0,race_ethnicity
CA,,,,2 or more races,,28.604145244215935,3112.0,race_ethnicity
CA,,,,American Indian/Alaska Native,,32.55148221343873,1012.0,race_ethnicity
CA,,,,Asian,,10.244199959440277,9862.0,race_ethnicity
CA,,,,Hawaiian/Pacific Islander,,27.663519313304718,233.0,race_ethnicity
CA,,,,Hispanic,,33.060059393300214,36031.0,race_ethnicity
CA,,,,Non-Hispanic Black,,35.3798573422236,6449.0,race_ethnicity
CA,,,,Non-Hispanic White,,23.455703533756747,71482.0,race_ethnicity
CA,,,,Other,,26.916548940464182,991.0,race_ethnicity
CO,,,,2 or more races,,24.250969529085875,2166.0,race_ethnicity
CO,,,,American Indian/Alaska Native,,28.804376163873368,1074.0,race_ethnicity
CO,,,,Asian,,8.78968023255814,2064.0,race_ethnicity
CO,,,,Hispanic,,29.01781213241472,17853.0,race_ethnicity
CO,,,,Non-Hispanic Black,,29.88638838475499,3306.0,race_ethnicity
CO,,,,Non-Hispanic White,,20.694936374277837,105932.0,race_ethnicity
CO,,,,Other,,24.80546282245827,659.0,race_ethnicity
CT,,,,2 or more races,,31.77708649468892,1318.0,race_ethnicity
CT,,,,American Indian/Alaska Native,,20.5,52.0,race_ethnicity
CT,,,,Asian,,10.473158953722333,2485.0,race_ethnicity
CT,,,,Hispanic,,33.486245657061104,9786.0,race_ethnicity
CT,,,,Non-Hispanic Black,,37.86408984068947,7658.0,race_ethnicity
CT,,,,Non-Hispanic White,,25.579162364557746,84261.0,race_ethnicity
CT,,,,Other,,27.841320754716982,1060.0,race_ethnicity
DC,,,,2 or more races,,23.80941176470588,765.0,race_ethnicity
DC,,,,Asian,,6.686345776031434,1018.0,race_ethnicity
DC,,,,Hispanic,,22.544559841740853,2022.0,race_ethnicity
DC,,,,Non-Hispanic Black,,36.55607930799883,20578.0,race_ethnicity
DC,,,,Non-Hispanic White,,11.171562992726717,19661.0,race_ethnicity
DC,,,,Other,,23.565322580645162,248.0,race_ethnicity
DE,,,,2 or more races,,32.464645522388054,1072.0,race_ethnicity
DE,,,,American Indian/Alaska Native,,33.4,52.0,race_ethnicity
DE,,,,Asian,,10.897594936708861,790.0,race_ethnicity
DE,,,,Hispanic,,32.79332706766917,3192.0,race_ethnicity
DE,,,,Non-Hispanic Black,,40.13613445378151,7378.0,race_ethnicity
DE,,,,Non-Hispanic White,,30.696690959755642,37322.0,race_ethnicity
DE,,,,Other,,19.1,71.0,race_ethnicity
FL,,,,2 or more races,,30.602470741222366,3076.0,race_ethnicity
FL,,,,American Indian/Alaska Native,,32.46287958115183,1910.0,race_ethnicity
FL,,,,Asian,,12.315600211528293,1891.0,race_ethnicity
FL,,,,Hawaiian/Pacific Islander,,22.4,56.0,race_ethnicity
FL,,,,Hispanic,,28.479481831156004,18218.0,race_ethnicity
FL,,,,Non-Hispanic Black,,35.58836935398386,16981.0,race_ethnicity
FL,,,,Non-Hispanic White,,26.42940249309074,138944.0,race_ethnicity
FL,,,,Other,,23.606351351351353,740.0,race_ethnicity
GA,,,,2 or more races,,30.39032258064516,1550.0,race_ethnicity
GA,,,,American Indian/Alaska Native,,28.5978021978022,455.0,race_ethnicity
GA,,,,Asian,,11.302586844050259,1353.0,race_ethnicity
GA,,,,Hispanic,,31.613238095238096,4200.0,race_ethnicity
GA,,,,Non-Hispanic Black,,39.741152282603615,21401.0,race_ethnicity
GA,,,,Non-Hispanic White,,29.71260053147493,56823.0,race_ethnicity
GA,,,,Other,,24.577801268498945,473.0,race_ethnicity
GU,,,,2 or more races,,36.724049382716046,2025.0,race_ethnicity
GU,,,,Asian,,14.886706056129984,5416.0,race_ethnicity
GU,,,,Hawaiian/Pacific Islander,,44.209186471663614,6564.0,race_ethnicity
GU,,,,Hispanic,,33.36502384737678,1258.0,race_ethnicity
GU,,,,Non-Hispanic White,,24.662506554798114,1907.0,race_ethnicity
HI,,,,2 or more races,,34.424283807372426,19478.0,race_ethnicity
HI,,,,Asian,,16.277180097238027,29001.0,race_ethnicity
HI,,,,Hawaiian/Pacific Islander,,48.97882332402235,5728.0,race_ethnicity
HI,,,,Hispanic,,31.793893866299104,7255.0,race_ethnicity
HI,,,,Non-Hispanic Black,,31.64845070422535,710.0,race_ethnicity
HI,,,,Non-Hispanic White,,18.859559248091355,31174.0,race_ethnicity
HI,,,,Other,,22.64191919191919,198.0,race_ethnicity
